排名,股票,价,涨,PEG,PE.扣非,预测增速,北上持股,PB,股息,ROE,市值.亿,今年来,行业
'333,SZ300570.太辰光,'117.47,'-2.20%,'0.77,'88.32,117.43%,3.44%,'16.70,0.67%,20.38%,'273,'+63.01%,通信设备
'334,SH603596.伯特利,'50.99,'+6.05%,'0.78,'24.36,33.55%,6.34%,'4.53,0.69%,19.93%,'309,'+15.14%,汽车零部件
'335,SZ002966.苏州银行,'8.69,'-0.46%,'0.78,'7.55,9.82%,2.67%,'0.68,4.22%,9.87%,'390,'+9.63%,银行
'336,SZ300866.安克创新,'131.43,'+5.80%,'0.78,'28.90,42.23%,8.93%,'7.10,1.68%,25.95%,'665,'+36.66%,消费电子
'337,SZ300907.康平科技,'33.94,'+1.65%,'0.78,'37.32,48.18%,'-,'4.15,1.50%,11.02%,'32,'+61.31%,电机
'338,SZ002312.川发龙蟒,'11.28,'+0.09%,'0.79,'39.97,52.25%,0.56%,'2.23,1.25%,5.67%,'213,'-21.07%,化肥行业
'339,SZ002318.久立特材,'22.33,'+0.90%,'0.79,'13.94,17.32%,4.57%,'2.66,4.38%,20.03%,'216,'-0.77%,钢铁行业
'340,SZ002461.珠江啤酒,'10.50,'+0.96%,'0.79,'27.20,36.16%,0.71%,'2.16,1.63%,8.15%,'230,'+7.77%,酿酒行业
'341,SZ002611.东方精工,'15.64,'+9.99%,'0.79,'23.66,37.00%,1.20%,'3.27,0.91%,14.89%,'173,'+62.10%,专用设备
'342,SH601799.星宇股份,'123.59,'+1.35%,'0.80,'23.73,30.46%,8.45%,'3.34,1.21%,14.91%,'353,'-6.54%,汽车零部件
'343,SH688200.华峰测控,'143.72,'+0.52%,'0.80,'52.31,67.88%,6.53%,'5.36,0.68%,10.67%,'195,'+38.21%,半导体
'344,SZ000630.铜陵有色,'4.03,'+10.11%,'0.80,'16.48,21.48%,1.76%,'1.34,2.73%,8.37%,'468,'+28.72%,有色金属
'345,SZ002698.博实股份,'17.17,'+1.84%,'0.80,'30.32,39.96%,0.88%,'4.36,1.48%,15.10%,'172,'+2.70%,专用设备
'346,SZ003037.三和管桩,'8.79,'-1.12%,'0.80,'75.33,131.92%,'-,'1.91,0.56%,2.54%,'53,'+20.06%,水泥建材
'347,SZ300666.江丰电子,'70.27,'+0.70%,'0.80,'37.17,71.11%,1.68%,'3.95,0.44%,11.20%,'185,'+1.61%,半导体
'348,SH600995.南网储能,'10.13,'+0.20%,'0.81,'26.64,32.35%,0.25%,'1.49,1.04%,5.67%,'324,'+0.78%,电力行业
'349,SH601009.南京银行,'11.98,'+0.17%,'0.81,'7.20,8.95%,2.88%,'0.77,4.09%,11.17%,'1481,'+14.38%,银行
'350,SH605016.百龙创园,'20.53,'-1.06%,'0.81,'31.53,40.80%,1.77%,'4.90,0.71%,16.46%,'86,'+58.76%,食品饮料
'351,SZ000651.格力电器,'46.90,'+0.39%,'0.81,'7.83,10.31%,6.82%,'1.83,2.14%,25.25%,'2617,'+5.43%,家电行业
'352,SZ002920.德赛西威,'105.95,'+2.56%,'0.81,'26.03,34.03%,1.41%,'5.61,1.16%,23.70%,'573,'-2.60%,汽车零部件
'353,SZ300303.聚飞光电,'6.41,'+0.31%,'0.81,'26.82,44.83%,1.67%,'2.39,2.02%,9.76%,'90,'-3.97%,光学光电子
'354,SZ300360.炬华科技,'16.03,'+0.25%,'0.82,'11.30,15.42%,2.99%,'1.99,3.75%,18.52%,'82,'-1.93%,电网设备
'355,SZ300811.铂科新材,'55.70,0.00%,'0.82,'42.62,52.98%,0.62%,'5.98,0.36%,16.18%,'161,'+3.80%,小金属
'356,SH601117.中国化学,'8.02,'+0.25%,'0.83,'8.28,10.16%,4.82%,'0.77,2.22%,9.65%,'490,'-3.26%,工程建设
'357,SH601137.博威合金,'18.89,'+1.78%,'0.83,'10.89,13.42%,0.61%,'1.75,2.65%,17.54%,'153,'-4.21%,有色金属
'358,SH603025.大豪科技,'14.29,'+1.20%,'0.83,'26.41,31.13%,0.36%,'6.24,2.43%,24.85%,'160,'-3.76%,专用设备
'359,SZ002352.顺丰控股,'46.42,'-0.39%,'0.83,'22.48,30.09%,7.25%,'2.51,3.94%,11.32%,'2247,'+16.27%,物流行业
'360,SZ002371.北方华创,'331.58,'+0.94%,'0.83,'39.02,47.27%,10.19%,'7.26,0.24%,20.86%,'2370,'+14.76%,半导体
'361,SZ003018.金富科技,'12.39,'-0.16%,'0.83,'21.99,27.20%,'-,'2.01,2.42%,9.43%,'32,'+37.39%,塑料制品
'362,SH600496.精工钢构,'3.35,'+0.60%,'0.84,'12.38,17.11%,4.86%,'0.74,2.39%,6.10%,'67,'+13.96%,水泥建材
'363,SH688616.西力科技,'14.12,'+0.71%,'0.84,'23.56,30.42%,'-,'2.97,2.12%,12.98%,'25,'+39.10%,电网设备
'364,SZ000411.英特集团,'11.20,'-1.50%,'0.84,'11.42,13.98%,0.33%,'1.25,3.37%,11.41%,'59,'+8.92%,医药商业
'365,SZ000563.陕国投Ａ,'3.62,'-0.28%,'0.84,'13.45,17.35%,0.87%,'1.02,2.48%,7.73%,'186,'+3.18%,多元金融
'366,SH601188.龙江交通,'3.49,'-0.29%,'0.85,'27.93,31.48%,'-,'0.99,2.03%,3.57%,'46,'-1.16%,铁路公路
'367,SZ002749.国光股份,'15.49,'-0.26%,'0.85,'19.17,22.93%,0.28%,'3.54,5.82%,20.05%,'72,'+13.56%,农药兽药
'368,SH600030.中信证券,'29.16,'-0.07%,'0.86,'18.56,21.81%,4.79%,'1.43,2.45%,7.99%,'3558,'-0.03%,证券
'369,SH600377.宁沪高速,'14.22,'-0.21%,'0.87,'14.59,16.84%,0.76%,'1.81,3.45%,13.00%,'543,'-3.96%,铁路公路
'370,SH600508.上海能源,'12.41,'+2.06%,'0.87,'17.33,20.28%,0.92%,'0.69,3.22%,4.00%,'90,'-4.60%,煤炭行业
'371,SH603829.洛凯股份,'18.48,'-2.38%,'0.87,'21.78,26.76%,'-,'2.68,0.68%,13.18%,'30,'+38.10%,电网设备
'372,SH603950.长源东谷,'23.92,'+0.38%,'0.87,'29.68,35.46%,0.29%,'2.84,0.90%,9.98%,'78,'+37.04%,汽车零部件
'373,SZ003010.若羽臣,'48.90,'+0.89%,'0.87,'88.15,101.78%,0.23%,'9.95,0.77%,11.37%,'106,'+144.73%,互联网服务
'374,SH600498.烽火通信,'22.35,'+0.54%,'0.88,'36.95,45.11%,1.33%,'1.89,0.80%,5.26%,'265,'+15.88%,通信设备
'375,SH603920.世运电路,'32.79,'+0.34%,'0.88,'31.67,37.27%,0.36%,'3.55,1.83%,12.58%,'236,'+14.15%,电子元件
'376,SH600993.马应龙,'28.82,'-1.74%,'0.89,'23.26,27.20%,2.87%,'2.91,1.39%,13.05%,'124,'+10.38%,中药
'377,SH603111.康尼机电,'6.58,'+0.46%,'0.89,'15.99,16.35%,1.04%,'1.44,3.80%,9.15%,'57,'+13.16%,交运设备
'378,SH688575.亚辉龙,'15.96,'-1.30%,'0.90,'37.06,37.97%,0.31%,'3.28,1.32%,9.10%,'91,'+2.47%,医疗器械
'379,SZ000596.古井贡酒,'139.47,'-0.39%,'0.90,'12.80,14.38%,1.26%,'2.80,4.29%,23.11%,'572,'-16.02%,酿酒行业
'380,SZ002243.力合科创,'8.32,'-0.48%,'0.90,'38.80,95.15%,0.86%,'1.39,0.84%,3.63%,'101,'+4.14%,美容护理
'381,SZ002850.科达利,'116.68,'+2.03%,'0.90,'20.17,23.05%,2.43%,'2.54,1.75%,13.42%,'313,'+21.58%,电池
'382,SZ002906.华阳集团,'30.62,'+1.06%,'0.90,'23.93,27.42%,0.41%,'2.40,1.58%,10.44%,'159,'+1.09%,汽车零部件
'383,SZ002946.新乳业,'16.99,0.00%,'0.90,'25.16,26.30%,0.52%,'4.47,1.68%,19.88%,'146,'+19.02%,食品饮料
'384,SZ003031.中瓷电子,'55.43,'-0.07%,'0.90,'43.18,54.10%,0.80%,'4.06,0.76%,9.77%,'250,'+6.75%,通信设备
'385,SH600488.津药药业,'4.50,'-2.39%,'0.91,'36.81,39.61%,1.51%,'1.58,2.18%,4.35%,'49,'+8.57%,化学制药
'386,SH605116.奥锐特,'23.45,'-0.04%,'0.91,'24.30,27.37%,0.23%,'3.90,1.24%,17.43%,'95,'+12.60%,化学制药
'387,SH603181.皇马科技,'15.05,'+0.07%,'0.92,'21.52,24.51%,0.43%,'2.76,1.40%,13.65%,'89,'+32.68%,塑料制品
'388,SZ000020.深华发Ａ,'13.78,'-0.14%,'0.92,'104.83,122.20%,'-,'9.54,0.00%,9.54%,'25,'+10.95%,光学光电子
'389,SZ000913.钱江摩托,'16.58,'+0.42%,'0.92,'13.94,18.71%,2.13%,'1.78,4.72%,13.18%,'87,'-5.49%,交运设备
'390,SZ002839.张家港行,'4.53,'-0.88%,'0.92,'5.89,6.47%,4.34%,'0.56,4.38%,10.07%,'112,'+8.55%,银行
'391,SH603823.百合花,'12.89,'-0.23%,'0.93,'29.62,34.84%,'-,'2.23,1.16%,7.80%,'54,'+40.39%,化学制品
'392,SZ000928.中钢国际,'6.34,'+0.16%,'0.93,'10.66,12.78%,1.47%,'1.06,4.72%,10.20%,'91,'+4.22%,工程咨询服务
'393,SH603311.金海高科,'11.87,'+0.25%,'0.94,'31.14,49.13%,'-,'2.06,1.01%,6.87%,'28,'+20.18%,家电行业
'394,SH605155.西大门,'13.05,'+3.00%,'0.94,'20.46,22.76%,'-,'1.92,1.92%,9.66%,'25,'+32.47%,家用轻工
'395,SZ000021.深科技,'18.71,'+0.59%,'0.95,'29.39,33.30%,0.83%,'2.39,1.02%,8.53%,'290,'-0.76%,消费电子
'396,SH600018.上港集团,'5.70,0.00%,'0.96,'8.75,10.08%,0.71%,'0.97,3.42%,11.47%,'1327,'-4.45%,航运港口
'397,SH600060.海信视像,'22.51,'-1.96%,'0.96,'12.59,16.26%,4.35%,'1.45,3.58%,11.86%,'294,'+12.89%,家电行业
'398,SH600575.淮河能源,'3.55,'+0.28%,'0.96,'16.95,18.58%,0.38%,'1.17,3.38%,7.05%,'138,'-10.58%,电力行业
'399,SH601216.君正集团,'5.39,'+0.19%,'0.96,'14.68,17.05%,1.24%,'1.61,2.78%,11.07%,'455,'+5.37%,化学原料
'400,SH603298.杭叉集团,'21.70,'+1.73%,'0.96,'13.67,14.52%,4.11%,'2.68,2.30%,21.25%,'284,'+24.52%,工程机械
'401,SZ002825.纳尔股份,'10.62,'+1.05%,'0.96,'20.28,28.67%,'-,'2.25,1.33%,11.60%,'36,'+37.35%,塑料制品
'402,SH600900.长江电力,'27.97,'-0.46%,'0.97,'20.30,20.93%,6.19%,'3.17,3.37%,16.00%,'6844,'-2.27%,电力行业
'403,SH601098.中南传媒,'12.99,'+0.08%,'0.97,'16.03,14.32%,4.78%,'1.46,4.23%,9.21%,'233,'-10.52%,文化传媒
'404,SH688018.乐鑫科技,'160.00,0.00%,'0.97,'66.13,74.04%,3.31%,'11.15,0.27%,18.36%,'251,'+2.82%,半导体
'405,SZ002595.豪迈科技,'57.27,'+2.51%,'0.97,'20.97,22.88%,3.29%,'4.29,1.39%,21.97%,'447,'+14.89%,专用设备
'406,SH600282.南钢股份,'4.58,'-0.43%,'0.98,'12.36,12.85%,1.23%,'1.06,4.04%,8.58%,'282,'-0.41%,钢铁行业
'407,SH600908.无锡银行,'6.15,'-0.49%,'0.99,'5.94,6.19%,1.56%,'0.57,3.58%,9.97%,'135,'+7.69%,银行
'408,SH603586.金麒麟,'18.85,'+1.78%,'0.99,'24.66,25.12%,'-,'1.58,2.12%,6.51%,'37,'+33.21%,汽车零部件
'409,SZ002138.顺络电子,'28.90,'-1.30%,'0.99,'24.85,26.63%,6.23%,'3.81,2.05%,15.68%,'236,'-6.33%,电子元件
'410,SZ002871.伟隆股份,'10.98,'+0.64%,'0.99,'20.39,21.75%,'-,'3.11,2.80%,16.17%,'27,'+17.06%,通用设备
'411,SH600208.衢州发展,'4.12,'+0.24%,'1.00,'32.83,25.99%,1.34%,'0.84,0.00%,2.55%,'351,'+39.19%,房地产开发
'412,SH600577.精达股份,'7.81,'+0.64%,'1.00,'29.05,31.61%,0.92%,'2.85,1.14%,10.25%,'168,'+7.87%,电网设备
'413,SH600729.重庆百货,'28.86,'-0.21%,'1.00,'9.38,10.32%,2.83%,'1.60,4.72%,17.90%,'127,'+3.50%,商业百货
'414,SH600742.富维股份,'10.55,'+0.48%,'1.00,'15.26,15.28%,3.87%,'0.91,3.32%,6.09%,'78,'+23.74%,汽车零部件
'415,SH688088.虹软科技,'51.46,'+3.21%,'1.00,'107.42,124.40%,0.36%,'7.46,0.78%,7.03%,'206,'+34.21%,互联网服务
'416,SH600323.瀚蓝环境,'27.54,'+0.47%,'1.01,'13.19,13.27%,0.68%,'1.62,2.90%,12.94%,'225,'+20.56%,环保行业
'417,SH603687.大胜达,'7.80,'+0.13%,'1.01,'36.28,46.59%,'-,'1.31,0.75%,3.64%,'43,'+7.87%,包装材料
'418,SZ002688.金河生物,'7.91,'+4.08%,'1.01,'39.87,45.59%,'-,'2.53,1.32%,6.48%,'59,'+79.70%,农药兽药
'419,SZ300867.圣元环保,'17.79,'-0.06%,'1.01,'24.02,26.51%,'-,'1.29,0.38%,5.53%,'48,'+38.07%,环保行业
'420,SH601168.西部矿业,'17.47,'+0.58%,'1.02,'13.09,13.17%,4.92%,'2.51,5.72%,19.66%,'416,'+15.73%,有色金属
'421,SH605111.新洁能,'32.64,'+0.74%,'1.02,'30.62,31.27%,2.80%,'3.34,0.36%,11.44%,'136,'-3.54%,半导体
'422,SZ000333.美的集团,'71.70,'+0.45%,'1.02,'13.06,13.65%,14.64%,'2.38,4.91%,20.86%,'5014,'-0.07%,家电行业
'423,SZ002546.新联电子,'5.95,'-0.17%,'1.02,'12.72,33.77%,'-,'1.45,2.01%,11.90%,'50,'+40.77%,电网设备
'424,SH600025.华能水电,'9.27,0.00%,'1.03,'19.09,18.57%,0.68%,'2.22,2.16%,12.19%,'1669,'-0.54%,电力行业
'425,SH600906.财达证券,'7.26,'+0.41%,'1.03,'33.97,33.22%,0.85%,'1.95,1.38%,5.84%,'236,'+2.25%,证券
'426,SH688278.特宝生物,'86.74,'-1.88%,'1.03,'40.06,39.43%,0.42%,'12.83,0.71%,37.06%,'353,'+19.22%,生物制品
'427,SZ002782.可立克,'14.56,'+1.89%,'1.03,'28.57,29.67%,0.97%,'3.47,1.04%,12.65%,'71,'+16.53%,电子元件
'428,SH600694.大商股份,'19.47,'-0.76%,'1.04,'11.51,11.70%,4.50%,'0.76,4.67%,6.67%,'68,'-15.22%,商业百货
'429,SZ300750.宁德时代,'265.00,'-0.26%,'1.04,'20.76,22.41%,13.78%,'4.11,2.18%,23.77%,'11700,'+2.10%,电池
'430,SH603486.科沃斯,'88.95,'+1.43%,'1.05,'52.01,62.16%,1.65%,'6.59,0.51%,13.47%,'511,'+90.85%,家电行业
'431,SH605128.上海沿浦,'36.39,'+2.83%,'1.05,'50.17,47.29%,0.25%,'3.78,0.72%,9.37%,'77,'+47.56%,汽车零部件
'432,SZ002880.卫光生物,'29.68,'-0.74%,'1.06,'27.08,24.41%,0.24%,'3.01,0.67%,11.60%,'68,'+10.64%,生物制品
'433,SH600885.宏发股份,'24.57,'+0.20%,'1.07,'20.49,20.29%,20.32%,'3.61,1.50%,18.76%,'359,'+9.88%,电网设备
'434,SH688557.兰剑智能,'37.38,'+2.92%,'1.07,'30.68,32.09%,'-,'3.26,0.88%,11.07%,'38,'+97.38%,通用设备
'435,SH688122.西部超导,'55.36,'+0.16%,'1.08,'41.81,43.79%,2.51%,'5.25,0.18%,12.90%,'360,'+29.58%,有色金属
'436,SH688289.圣湘生物,'22.18,'-0.72%,'1.08,'44.88,54.39%,0.52%,'1.75,2.37%,3.91%,'129,'-0.94%,医疗器械
'437,SZ000534.万泽股份,'16.16,'-3.81%,'1.08,'42.90,47.73%,0.22%,'5.74,0.71%,15.03%,'86,'+25.56%,生物制品
'438,SZ002655.共达电声,'13.38,'+0.83%,'1.08,'57.17,49.19%,'-,'6.83,0.23%,12.59%,'48,'+5.35%,消费电子
'439,SZ003000.劲仔食品,'12.74,'+0.08%,'1.08,'20.12,20.71%,0.53%,'3.85,3.14%,20.00%,'57,'-4.90%,食品饮料
'440,SH600183.生益科技,'40.32,'-0.32%,'1.09,'51.28,48.51%,6.86%,'6.28,1.49%,12.74%,'979,'+71.45%,电子元件
'441,SH600901.江苏金租,'5.93,'-1.33%,'1.09,'11.44,10.73%,1.31%,'1.38,4.55%,13.71%,'343,'+18.70%,多元金融
'442,SH601229.上海银行,'10.50,'+0.10%,'1.09,'6.29,5.78%,4.57%,'0.58,4.76%,9.41%,'1492,'+17.17%,银行
'443,SH600549.厦门钨业,'23.13,'+1.45%,'1.10,'21.70,21.13%,2.40%,'2.25,1.82%,12.11%,'367,'+22.45%,小金属
'444,SH603500.祥和实业,'9.88,'+0.61%,'1.10,'35.56,32.62%,'-,'3.32,1.32%,9.39%,'33,'+30.11%,交运设备
'445,SZ001202.炬申股份,'13.86,0.00%,'1.10,'30.95,29.17%,'-,'3.04,1.67%,10.06%,'23,'+29.14%,物流行业
'446,SZ002142.宁波银行,'28.92,'+1.51%,'1.10,'6.83,6.18%,3.77%,'0.80,3.16%,12.37%,'1881,'+22.93%,银行
'447,SH605369.拱东医疗,'20.01,'-0.84%,'1.11,'28.66,24.85%,0.42%,'2.54,2.50%,9.01%,'44,'+1.21%,医疗器械
'448,SZ000963.华东医药,'44.00,'-3.00%,'1.11,'22.32,21.06%,2.27%,'3.31,2.05%,15.49%,'796,'+28.84%,化学制药
'449,SZ300394.天孚通信,'103.03,'-0.17%,'1.11,'57.21,52.40%,2.31%,'18.50,0.69%,35.83%,'802,'+58.76%,通信设备
'450,SZ300701.森霸传感,'11.13,'+1.09%,'1.11,'90.43,52.04%,'-,'3.29,1.23%,3.66%,'31,'+9.73%,光学光电子
'451,SH600141.兴发集团,'24.96,'+1.26%,'1.12,'17.99,16.70%,0.93%,'1.25,4.01%,7.10%,'275,'+20.68%,化肥行业
'452,SZ002083.孚日股份,'5.01,'+0.81%,'1.12,'12.22,10.89%,'-,'1.04,5.51%,9.10%,'47,'+5.61%,纺织服装
'453,SZ002945.华林证券,'15.28,'+0.20%,'1.12,'102.59,89.81%,0.24%,'5.91,0.26%,6.06%,'412,'-0.05%,证券
'454,SZ002980.华盛昌,'24.18,'-1.67%,'1.12,'33.19,30.74%,'-,'4.12,2.12%,12.73%,'47,'+35.38%,仪器仪表
'455,SH688101.三达膜,'14.98,'+1.97%,'1.13,'15.34,15.24%,'-,'1.21,1.54%,8.11%,'50,'+14.44%,环保行业
'456,SZ002252.上海莱士,'6.93,'-0.43%,'1.13,'23.07,20.12%,1.67%,'1.42,1.01%,6.36%,'462,'-3.56%,生物制品
'457,SZ002683.广东宏大,'38.05,'+4.10%,'1.13,'30.33,28.07%,0.79%,'4.21,1.78%,14.01%,'278,'+45.81%,采掘行业
'458,SZ300193.佳士科技,'9.72,'+0.83%,'1.13,'18.17,16.54%,'-,'2.01,4.30%,10.96%,'46,'+11.78%,通用设备
'459,SH600461.洪城环境,'9.34,'-1.06%,'1.14,'10.01,9.02%,0.63%,'1.23,4.97%,12.95%,'120,'-1.44%,公用事业
'460,SH600882.妙可蓝多,'27.36,'+1.82%,'1.14,'90.55,151.52%,0.59%,'3.12,0.00%,3.50%,'140,'+52.85%,食品饮料
'461,SH603366.日出东方,'9.68,'+0.52%,'1.14,'36.11,44.67%,0.52%,'1.91,0.56%,5.42%,'79,'-16.89%,家电行业
'462,SZ000936.华西股份,'7.32,'+0.83%,'1.15,'48.15,43.97%,0.72%,'1.23,0.55%,2.57%,'64,'-10.14%,化纤行业
'463,SH601995.中金公司,'36.53,'+0.36%,'1.16,'27.14,23.59%,2.43%,'1.51,0.74%,5.83%,'1068,'+8.43%,证券
'464,SH605099.共创草坪,'31.21,'-1.14%,'1.16,'22.96,19.93%,1.16%,'4.30,2.05%,19.81%,'125,'+51.63%,家用轻工
'465,SZ003017.大洋生物,'32.15,'-5.41%,'1.16,'37.48,32.72%,'-,'2.64,0.88%,7.36%,'29,'+74.77%,化学原料
'466,SH600161.天坛生物,'20.53,'-2.52%,'1.17,'27.49,24.02%,2.23%,'3.57,0.49%,13.72%,'406,'+0.67%,生物制品
'467,SH600163.中闽能源,'5.34,'-0.19%,'1.17,'14.73,13.05%,0.38%,'1.45,1.93%,10.22%,'102,'-10.96%,电力行业
'468,SH601577.长沙银行,'10.21,'+0.20%,'1.17,'5.19,4.44%,3.61%,'0.52,4.11%,10.71%,'411,'+19.70%,银行
'469,SZ002014.永新股份,'11.69,0.00%,'1.17,'15.23,13.86%,0.54%,'2.67,5.30%,19.25%,'72,'+12.34%,包装材料
'470,SZ002911.佛燃能源,'10.32,'+0.10%,'1.17,'15.67,14.08%,0.35%,'1.60,4.66%,10.33%,'134,'-14.85%,燃气
'471,SZ003033.征和工业,'47.11,'+3.70%,'1.17,'23.52,23.87%,'-,'2.83,1.10%,12.64%,'37,'+77.54%,汽车零部件
'472,SZ300470.中密控股,'38.56,'+1.21%,'1.17,'19.62,18.01%,9.38%,'2.85,2.63%,14.92%,'79,'+3.70%,通用设备
'473,SZ301003.江苏博云,'34.50,'+5.15%,'1.17,'22.73,20.22%,'-,'2.58,5.59%,11.60%,'32,'+66.60%,塑料制品
'474,SH601928.凤凰传媒,'10.99,'+0.18%,'1.18,'16.00,10.93%,1.77%,'1.39,4.55%,8.81%,'280,'-0.56%,文化传媒
'475,SH603005.晶方科技,'30.35,'+5.60%,'1.18,'73.62,72.11%,0.63%,'4.56,0.28%,6.34%,'198,'+7.76%,半导体
'476,SH688100.威胜信息,'34.91,'+0.06%,'1.18,'25.85,22.69%,0.38%,'5.17,1.49%,21.00%,'172,'-2.13%,通信设备
'477,SZ002244.滨江集团,'9.64,'-0.41%,'1.18,'10.52,9.28%,1.65%,'1.06,0.93%,10.52%,'301,'+11.96%,房地产开发
'478,SH688015.交控科技,'22.46,'+0.40%,'1.19,'47.69,67.74%,'-,'1.65,1.02%,3.50%,'42,'+14.57%,交运设备
'479,SZ000507.珠海港,'5.49,'-0.36%,'1.19,'16.18,15.20%,0.44%,'0.84,1.18%,4.93%,'51,'+8.94%,航运港口
'480,SZ002758.浙农股份,'9.03,'-1.42%,'1.19,'12.52,12.25%,2.25%,'1.00,3.28%,8.14%,'48,'+6.63%,综合行业
'481,SH688128.中国电研,'27.58,'+4.11%,'1.20,'21.32,20.25%,0.81%,'3.32,1.81%,16.48%,'112,'+34.09%,专用设备
'482,SH600276.恒瑞医药,'61.58,'-1.16%,'1.21,'59.74,51.34%,8.39%,'8.70,0.32%,15.40%,'3928,'+34.64%,化学制药
'483,SH600386.北巴传媒,'4.73,0.00%,'1.21,'199.24,122.77%,'-,'2.17,0.42%,1.09%,'38,'+5.82%,汽车服务
'484,SH600529.山东药玻,'22.83,'-0.35%,'1.21,'16.02,13.80%,1.04%,'1.84,2.72%,11.83%,'152,'-10.13%,医疗器械
'485,SH600559.老白干酒,'16.84,'-0.06%,'1.21,'19.18,16.86%,0.50%,'2.82,3.27%,15.42%,'154,'-17.07%,酿酒行业
'486,SH600690.海尔智家,'25.23,'+0.80%,'1.21,'12.17,10.53%,7.19%,'2.01,3.82%,17.29%,'1578,'-8.18%,家电行业
'487,SZ002580.圣阳股份,'13.64,'+1.49%,'1.21,'28.48,27.02%,0.31%,'2.72,0.30%,9.92%,'61,'+61.30%,电池
'488,SH600580.卧龙电驱,'24.94,'+6.67%,'1.22,'46.47,47.34%,0.69%,'3.77,0.50%,8.40%,'390,'+75.10%,电机
'489,SH600681.百川能源,'3.68,'-0.81%,'1.22,'14.82,13.99%,0.96%,'1.31,6.39%,8.87%,'49,'+9.66%,燃气
'490,SZ002201.九鼎新材,'7.63,'-0.13%,'1.22,'134.22,84.99%,'-,'4.47,0.18%,3.37%,'50,'+47.29%,玻璃玻纤
'491,SH603112.华翔股份,'17.03,'+2.65%,'1.23,'18.44,17.37%,0.45%,'2.77,2.28%,16.14%,'92,'+37.19%,家电行业
'492,SH603328.依顿电子,'10.42,'+1.17%,'1.23,'23.17,19.60%,0.73%,'2.51,1.90%,11.17%,'104,'+7.69%,电子元件
'493,SZ000030.富奥股份,'6.22,'+2.13%,'1.23,'15.48,13.48%,2.93%,'1.29,2.46%,8.48%,'102,'+24.33%,汽车零部件
'494,SZ002028.思源电气,'77.30,'-0.59%,'1.23,'28.39,24.98%,19.90%,'4.70,0.64%,18.02%,'605,'+7.05%,电网设备
'495,SZ002361.神剑股份,'7.29,'-0.14%,'1.24,'181.02,133.18%,0.09%,'3.10,0.68%,1.69%,'69,'+34.82%,塑料制品
'496,SZ300610.晨化股份,'12.35,0.00%,'1.24,'29.85,40.17%,'-,'2.24,1.62%,7.70%,'27,'+25.71%,塑料制品
'497,SZ300596.利安隆,'32.45,'-1.76%,'1.25,'17.76,14.58%,0.85%,'1.66,1.12%,9.72%,'76,'+7.79%,塑料制品
'498,SH603040.新坐标,'49.78,'+2.28%,'1.26,'29.56,25.86%,'-,'4.75,1.81%,16.97%,'68,'+121.44%,汽车零部件
'499,SH603309.维力医疗,'14.18,'-1.87%,'1.26,'17.72,14.53%,'-,'2.23,3.53%,12.88%,'42,'+23.37%,医疗器械
'500,SH600863.内蒙华电,'4.06,'+0.25%,'1.27,'12.15,9.77%,0.61%,'1.41,5.42%,11.46%,'265,'-1.28%,电力行业
