排名,股票,价,涨,便宜指数,北上持股,PE.扣非,PE.TTM,PB,股息,ROE,市值(亿),今年来,行业
'169,SH600211.西藏药业,'42.12,'-4.01%,'6.65,0.80%,'15.48,'13.47,'3.31,4.65%,25.97%,'135.76,'+17.14%,生物制品
'170,SH600795.国电电力,'4.58,0.00%,'6.65,2.63%,'18.00,'8.29,'1.41,4.37%,18.12%,'816.87,'+2.31%,电力行业
'171,SH601928.凤凰传媒,'10.99,'+0.18%,'6.65,1.77%,'12.85,'16.00,'1.39,4.55%,8.81%,'279.68,'-0.56%,文化传媒
'172,SZ000690.宝新能源,'4.67,'-0.64%,'6.64,0.99%,'12.90,'12.85,'0.82,3.19%,6.41%,'102.27,'+7.93%,电力行业
'173,SH600803.新奥股份,'18.85,'+0.11%,'6.64,3.88%,'15.36,'13.30,'2.36,5.46%,17.77%,'583.80,'-8.29%,燃气
'174,SH605098.行动教育,'36.51,'+0.41%,'6.63,2.50%,'18.25,'15.96,'4.40,6.14%,27.65%,'43.54,'+5.71%,教育
'175,SH600033.福建高速,'3.49,0.00%,'6.62,1.15%,'12.05,'12.23,'0.80,2.87%,6.71%,'95.78,'-8.79%,铁路公路
'176,SZ002555.三七互娱,'17.40,'+1.28%,'6.62,6.01%,'15.13,'14.58,'2.83,5.83%,19.53%,'380.06,'+15.67%,游戏
'177,SH600713.南京医药,'5.21,'-1.70%,'6.61,0.86%,'11.55,'11.58,'0.97,3.26%,8.65%,'68.20,'+8.58%,医药商业
'178,SH603886.元祖股份,'12.75,0.00%,'6.61,'-,'15.64,'13.18,'1.88,7.84%,14.16%,'30.60,'-4.96%,食品饮料
'179,SZ000596.古井贡酒,'139.47,'-0.39%,'6.60,1.26%,'12.94,'12.80,'2.80,4.29%,23.11%,'572.08,'-16.02%,酿酒行业
'180,SH603816.顾家家居,'25.92,'-0.04%,'6.59,1.25%,'15.38,'14.06,'2.05,5.32%,14.88%,'213.00,'-0.83%,装修建材
'181,SH601811.新华文轩,'15.72,'+1.95%,'6.59,1.57%,'11.54,'12.13,'1.31,3.82%,11.29%,'124.49,'+1.86%,文化传媒
'182,SH603689.皖天然气,'8.55,'-0.23%,'6.58,'-,'13.11,'12.82,'1.23,4.09%,9.95%,'41.91,'-0.78%,燃气
'183,SH603619.中曼石油,'19.32,'+1.20%,'6.58,0.95%,'12.01,'11.40,'2.10,3.78%,22.31%,'89.32,'+1.32%,采掘行业
'184,SZ000858.五粮液,'122.16,'+0.17%,'6.57,3.08%,'14.54,'14.49,'3.20,4.71%,22.39%,'4733.62,'-8.71%,酿酒行业
'185,SH603357.设计总院,'8.72,'-0.23%,'6.57,0.68%,'10.24,'10.05,'1.27,3.21%,13.17%,'48.88,'-0.54%,工程咨询服务
'186,SZ000921.海信家电,'25.40,'-0.16%,'6.57,3.05%,'12.95,'10.34,'2.20,3.99%,22.59%,'235.39,'-12.11%,家电行业
'187,SZ002001.新和成,'22.26,'+0.14%,'6.57,6.24%,'9.97,'9.93,'2.23,3.15%,24.43%,'683.22,'+4.55%,化学制药
'188,SH600368.五洲交通,'4.33,0.00%,'6.56,0.41%,'11.16,'10.24,'0.99,3.03%,10.02%,'69.70,'-6.38%,铁路公路
'189,SH603871.嘉友国际,'11.61,'-1.19%,'6.56,0.55%,'13.13,'12.90,'2.71,4.31%,22.27%,'158.83,'-13.61%,物流行业
'190,SH601369.陕鼓动力,'8.94,'+0.22%,'6.56,0.80%,'15.98,'14.61,'1.69,5.04%,11.64%,'154.08,'+5.93%,通用设备
'191,SZ002014.永新股份,'11.69,0.00%,'6.56,0.54%,'16.17,'15.23,'2.67,5.30%,19.25%,'71.60,'+12.34%,包装材料
'192,SZ001286.陕西能源,'9.52,'-0.10%,'6.55,0.24%,'13.29,'13.12,'1.40,4.30%,10.93%,'357.38,'+7.38%,电力行业
'193,SH600350.山东高速,'9.77,'+0.31%,'6.54,1.18%,'15.88,'14.61,'1.08,4.30%,7.51%,'472.34,'-0.86%,铁路公路
'194,SZ000651.格力电器,'46.90,'+0.39%,'6.54,6.82%,'8.36,'7.83,'1.83,2.14%,25.25%,'2616.98,'+5.43%,家电行业
'195,SH603391.力聚热能,'40.11,'+0.30%,'6.52,'-,'20.18,'14.43,'1.68,6.23%,15.13%,'36.50,'-1.52%,通用设备
'196,SZ000828.东莞控股,'11.23,'-0.44%,'6.51,1.13%,'14.08,'15.19,'1.17,4.21%,7.81%,'117.26,'+8.35%,铁路公路
'197,SH603299.苏盐井神,'10.79,'+0.94%,'6.50,0.40%,'13.54,'11.99,'1.35,4.11%,11.71%,'84.34,'+1.43%,化学原料
'198,SZ002540.亚太科技,'6.08,'+0.66%,'6.49,0.60%,'18.16,'17.36,'1.33,5.97%,7.60%,'75.40,'+2.05%,有色金属
'199,SZ002043.兔宝宝,'10.08,0.00%,'6.48,0.76%,'16.90,'14.03,'2.66,5.95%,18.81%,'83.87,'-12.46%,装修建材
'200,SH603967.中创物流,'11.68,'-1.60%,'6.48,'-,'16.54,'15.63,'1.67,5.14%,10.87%,'40.49,'+24.70%,物流行业
'201,SH603588.高能环境,'6.44,'-0.77%,'6.47,1.91%,'26.80,'17.26,'1.04,6.25%,5.98%,'98.10,'+24.44%,环保行业
'202,SH603551.奥普科技,'11.51,'-0.35%,'6.46,'-,'15.82,'15.17,'3.09,7.46%,18.89%,'44.91,'+13.25%,家电行业
'203,SH605090.九丰能源,'28.62,'+0.21%,'6.46,0.63%,'14.05,'11.15,'1.93,4.17%,18.77%,'190.58,'+3.41%,燃气
'204,SH603855.华荣股份,'21.64,'+1.12%,'6.44,3.20%,'15.68,'14.80,'3.26,4.62%,23.11%,'73.04,'+11.95%,专用设备
'205,SH600398.海澜之家,'6.94,'+0.73%,'6.44,1.80%,'16.15,'15.10,'1.86,5.91%,11.79%,'333.31,'-5.18%,纺织服装
'206,SZ002867.周大生,'13.02,'-0.08%,'6.44,0.93%,'15.83,'15.36,'2.14,7.36%,13.82%,'141.44,'-6.11%,珠宝首饰
'207,SZ002293.罗莱生活,'8.66,'+0.58%,'6.43,2.80%,'17.00,'15.74,'1.67,6.96%,10.57%,'71.82,'+15.84%,纺织服装
'208,SZ000915.华特达因,'34.74,'-0.26%,'6.43,3.15%,'16.05,'15.42,'2.64,7.18%,16.95%,'81.62,'+31.39%,化学制药
'209,SH603393.新天然气,'29.22,'+0.14%,'6.43,0.74%,'10.13,'10.06,'1.45,3.08%,15.21%,'123.87,'-3.47%,燃气
'210,SH601900.南方传媒,'14.37,'+0.14%,'6.41,0.64%,'11.75,'12.96,'1.48,3.83%,11.72%,'126.74,'-1.28%,文化传媒
'211,SH600352.浙江龙盛,'10.61,0.00%,'6.41,6.92%,'18.68,'15.49,'1.00,4.24%,6.58%,'345.18,'+5.66%,化学制品
'212,SZ002303.美盈森,'3.87,'+1.31%,'6.40,1.80%,'18.99,'20.00,'1.28,14.95%,6.02%,'58.50,'+11.93%,包装材料
'213,SZ002991.甘源食品,'56.79,'+1.10%,'6.40,0.05%,'17.24,'15.51,'2.96,9.00%,19.16%,'52.36,'-37.61%,食品饮料
'214,SH600167.联美控股,'6.25,'-1.26%,'6.40,0.83%,'20.19,'19.84,'1.24,5.14%,6.20%,'141.43,'+12.88%,公用事业
'215,SH600968.海油发展,'4.07,'+0.25%,'6.40,1.57%,'10.56,'11.04,'1.49,3.32%,14.17%,'413.72,'-1.55%,采掘行业
'216,SZ000027.深圳能源,'6.59,'+0.30%,'6.39,0.64%,'16.78,'13.88,'0.62,2.28%,4.61%,'312.56,'+4.08%,电力行业
'217,SZ000623.吉林敖东,'19.17,'-0.52%,'6.38,1.26%,'12.92,'11.97,'0.78,2.59%,6.64%,'230.45,'+12.93%,化学制药
'218,SH605117.德业股份,'52.33,'+0.15%,'6.37,3.57%,'15.81,'14.64,'4.61,5.18%,40.42%,'473.30,'-10.87%,光伏设备
'219,SH600780.通宝能源,'6.00,'-0.33%,'6.36,0.76%,'13.29,'12.56,'0.87,3.00%,7.13%,'68.79,'+6.57%,电力行业
'220,SH600026.中远海能,'10.30,'+1.58%,'6.36,2.64%,'14.24,'14.01,'1.34,4.17%,9.71%,'357.90,'-9.35%,航运港口
'221,SZ000700.模塑科技,'8.00,'-0.12%,'6.36,4.26%,'13.12,'11.67,'2.02,4.07%,17.29%,'73.53,'+17.49%,汽车零部件
'222,SH603589.口子窖,'33.53,'-0.12%,'6.36,1.45%,'12.30,'11.96,'1.80,3.89%,15.63%,'200.55,'-11.24%,酿酒行业
'223,SH603730.岱美股份,'5.72,'+1.42%,'6.35,1.37%,'15.41,'15.06,'2.46,4.71%,16.86%,'122.90,'-13.53%,汽车零部件
'224,SH603518.锦泓集团,'9.85,'+0.20%,'6.34,'-,'13.57,'12.22,'0.92,3.15%,7.73%,'34.10,'+4.39%,纺织服装
'225,SZ000411.英特集团,'11.20,'-1.50%,'6.34,0.33%,'11.75,'11.42,'1.25,3.37%,11.41%,'59.34,'+8.92%,医药商业
'226,SH605368.蓝天燃气,'10.09,'+0.50%,'6.31,0.12%,'16.78,'16.66,'1.92,8.86%,11.10%,'72.11,'-7.92%,燃气
'227,SZ002648.卫星化学,'19.03,'+0.42%,'6.31,4.46%,'9.56,'9.65,'2.01,2.64%,22.68%,'638.36,'+4.33%,化学原料
'228,SZ000895.双汇发展,'24.95,'-0.12%,'6.31,1.81%,'18.70,'17.83,'3.89,5.64%,21.88%,'865.47,'-1.12%,食品饮料
'229,SZ000913.钱江摩托,'16.58,'+0.42%,'6.31,2.13%,'17.20,'13.94,'1.78,4.72%,13.18%,'86.94,'-5.49%,交运设备
'230,SZ300360.炬华科技,'16.03,'+0.25%,'6.30,2.99%,'12.58,'11.30,'1.99,3.75%,18.52%,'82.22,'-1.93%,电网设备
'231,SH600373.中文传媒,'10.00,'-0.10%,'6.30,1.45%,'33.84,'20.85,'0.76,4.08%,3.57%,'136.75,'-17.28%,文化传媒
'232,SZ300641.正丹股份,'23.38,'-0.21%,'6.30,0.39%,'8.20,'8.14,'3.81,2.99%,57.04%,'124.81,'-4.68%,化学制品
'233,SH600551.时代出版,'9.23,'-1.07%,'6.29,2.96%,'19.83,'15.74,'1.07,4.33%,6.85%,'62.58,'+10.91%,文化传媒
'234,SZ002911.佛燃能源,'10.32,'+0.10%,'6.28,0.35%,'16.52,'15.67,'1.60,4.66%,10.33%,'133.77,'-14.85%,燃气
'235,SH601098.中南传媒,'12.99,'+0.08%,'6.27,4.78%,'13.88,'16.03,'1.46,4.23%,9.21%,'233.30,'-10.52%,文化传媒
'236,SH601330.绿色动力,'7.16,'+0.28%,'6.27,1.07%,'15.97,'15.81,'1.21,4.19%,7.79%,'70.82,'+12.19%,环保行业
'237,SH600690.海尔智家,'25.23,'+0.80%,'6.24,7.19%,'12.78,'12.17,'2.01,3.82%,17.29%,'1578.01,'-8.18%,家电行业
'238,SH600017.日照港,'3.23,'+0.62%,'6.24,2.31%,'16.39,'15.97,'0.71,2.66%,4.54%,'99.34,'+3.73%,航运港口
'239,SH600750.江中药业,'22.06,'-0.50%,'6.24,1.44%,'18.77,'17.37,'3.38,5.42%,19.55%,'140.08,'+0.25%,中药
'240,SZ002608.江苏国信,'7.51,'+0.40%,'6.23,0.20%,'9.06,'8.50,'0.85,1.34%,10.58%,'282.60,'-0.77%,电力行业
'241,SH600057.厦门象屿,'7.10,'-1.66%,'6.23,1.21%,'36.10,'13.11,'0.71,3.52%,5.89%,'199.25,'+13.37%,物流行业
'242,SH600874.创业环保,'5.93,'-0.50%,'6.23,1.13%,'12.83,'11.49,'0.94,2.87%,8.40%,'72.96,'+2.14%,环保行业
'243,SZ002322.理工能科,'12.75,'+0.63%,'6.23,3.46%,'18.84,'17.86,'1.63,6.08%,8.76%,'48.04,'+4.19%,软件开发
'244,SZ002158.汉钟精机,'17.35,'+0.35%,'6.22,0.77%,'11.62,'11.09,'2.14,3.35%,20.48%,'92.45,'-3.21%,通用设备
'245,SZ000598.兴蓉环境,'7.14,'+0.42%,'6.22,1.35%,'10.54,'10.36,'1.13,2.63%,11.41%,'212.19,'-3.50%,公用事业
'246,SH600717.天津港,'4.68,'+0.43%,'6.22,2.08%,'14.42,'14.06,'0.69,2.22%,4.99%,'135.44,'-1.68%,航运港口
'247,SH600496.精工钢构,'3.35,'+0.60%,'6.21,4.86%,'14.34,'12.38,'0.74,2.39%,6.10%,'66.67,'+13.96%,水泥建材
'248,SZ002749.国光股份,'15.49,'-0.26%,'6.21,0.28%,'19.45,'19.17,'3.54,5.82%,20.05%,'72.43,'+13.56%,农药兽药
'249,SZ002833.弘亚数控,'16.85,'+2.56%,'6.21,2.00%,'14.51,'13.72,'2.35,4.26%,17.51%,'69.70,'+2.58%,专用设备
'250,SH600742.富维股份,'10.55,'+0.48%,'6.21,3.87%,'15.27,'15.26,'0.91,3.32%,6.09%,'78.39,'+23.74%,汽车零部件
'251,SZ001323.慕思股份,'32.49,'+0.28%,'6.19,0.21%,'18.09,'17.23,'2.76,5.46%,15.92%,'128.22,'-11.28%,家用轻工
'252,SZ300724.捷佳伟创,'66.80,'-1.66%,'6.19,2.41%,'8.91,'8.16,'2.00,1.77%,27.39%,'236.20,'+8.09%,光伏设备
'253,SZ002895.川恒股份,'25.03,'+1.01%,'6.18,0.73%,'15.16,'14.71,'2.36,4.38%,16.75%,'150.58,'+7.09%,化学原料
'254,SZ001965.招商公路,'11.31,'+0.09%,'6.18,1.45%,'15.77,'14.39,'1.06,3.69%,7.48%,'770.70,'-15.91%,铁路公路
'255,SH603198.迎驾贡酒,'41.16,'+0.10%,'6.18,1.12%,'13.28,'13.15,'3.09,3.64%,25.15%,'329.28,'-20.82%,酿酒行业
'256,SH605599.菜百股份,'15.45,'+1.18%,'6.18,2.42%,'16.95,'15.68,'2.76,4.66%,18.17%,'120.17,'+41.55%,珠宝首饰
'257,SH603187.海容冷链,'12.91,'+4.87%,'6.17,1.50%,'15.46,'14.54,'1.18,3.87%,8.26%,'49.89,'+20.55%,通用设备
'258,SZ003012.东鹏控股,'6.00,'+0.50%,'6.17,2.02%,'24.40,'22.32,'0.91,4.19%,4.03%,'69.07,'-5.40%,装修建材
'259,SH603167.渤海轮渡,'10.53,'-0.19%,'6.17,'-,'24.08,'18.33,'1.35,8.45%,7.14%,'49.40,'+26.73%,航运港口
'260,SZ300979.华利集团,'52.28,'-0.70%,'6.16,0.49%,'16.36,'16.11,'3.39,4.37%,22.52%,'614.43,'-30.61%,纺织服装
'261,SZ002557.洽洽食品,'22.72,'-0.96%,'6.16,3.95%,'19.04,'16.91,'2.05,5.67%,12.08%,'116.04,'-17.40%,食品饮料
'262,SZ002758.浙农股份,'9.03,'-1.42%,'6.16,2.25%,'14.63,'12.52,'1.00,3.28%,8.14%,'47.76,'+6.63%,综合行业
'263,SZ000589.贵州轮胎,'4.57,0.00%,'6.16,0.61%,'15.64,'14.98,'0.80,2.84%,5.78%,'71.05,'-6.52%,橡胶制品
'264,SH603699.纽威股份,'33.24,'+1.71%,'6.14,8.19%,'21.43,'20.91,'5.55,4.56%,28.55%,'255.47,'+55.34%,通用设备
'265,SH603165.荣晟环保,'12.41,'+0.89%,'6.14,'-,'15.86,'12.73,'1.41,4.03%,11.27%,'33.83,'+5.58%,造纸印刷
'266,SH601567.三星医疗,'22.79,'+0.31%,'6.12,3.40%,'14.01,'13.43,'2.54,3.92%,20.09%,'320.26,'-22.97%,电网设备
'267,SZ000755.山西高速,'4.99,'-0.40%,'6.12,0.31%,'15.10,'15.04,'1.35,3.99%,9.32%,'73.51,'+2.58%,铁路公路
'268,SZ002984.森麒麟,'19.40,0.00%,'6.12,0.67%,'10.12,'9.83,'1.45,2.57%,15.67%,'200.88,'-20.11%,橡胶制品
'269,SH603128.华贸物流,'6.33,'-0.16%,'6.11,0.67%,'19.93,'16.92,'1.36,4.58%,8.08%,'82.86,'+1.21%,物流行业
'270,SH601326.秦港股份,'3.27,0.00%,'6.11,0.96%,'12.34,'11.78,'0.93,2.60%,8.04%,'155.57,'+0.18%,航运港口
'271,SH601019.山东出版,'9.12,'-0.44%,'6.11,3.70%,'12.55,'13.77,'1.25,3.40%,9.12%,'190.33,'-17.29%,文化传媒
'272,SZ002543.万和电气,'12.97,'+10.01%,'6.10,4.15%,'12.83,'13.07,'1.78,3.73%,13.93%,'87.67,'+29.21%,家电行业
'273,SH603515.欧普照明,'18.89,'-0.21%,'6.10,3.13%,'19.22,'15.22,'2.05,4.77%,13.69%,'140.51,'+20.75%,家电行业
'274,SZ002705.新宝股份,'15.18,'+0.20%,'6.10,3.98%,'11.01,'10.91,'1.47,2.97%,13.95%,'123.00,'+4.45%,家电行业
'275,SH603948.建业股份,'21.37,'+0.14%,'6.09,'-,'18.30,'17.38,'1.63,4.68%,9.48%,'34.72,'+22.15%,化学制品
'276,SH603303.得邦照明,'12.90,'-0.31%,'6.08,1.22%,'21.46,'18.39,'1.70,5.74%,9.31%,'61.53,'+16.34%,家电行业
'277,SZ002372.伟星新材,'10.79,'+0.37%,'6.06,3.23%,'19.24,'18.75,'3.29,5.58%,16.73%,'171.14,'-10.86%,装修建材
'278,SZ301109.军信股份,'14.15,'+0.28%,'6.06,0.13%,'20.14,'19.03,'1.43,4.56%,8.97%,'111.34,'+23.62%,环保行业
'279,SH601058.赛轮轮胎,'13.29,'+0.45%,'6.06,4.31%,'10.97,'10.74,'2.13,2.86%,21.55%,'436.99,'-5.49%,橡胶制品
'280,SZ002100.天康生物,'6.44,'-0.15%,'6.05,0.21%,'13.96,'12.60,'1.24,3.41%,10.33%,'88.06,'+1.74%,农牧饲渔
'281,SZ002533.金杯电工,'10.94,'-0.27%,'6.03,2.19%,'15.40,'13.66,'1.96,4.10%,14.83%,'80.51,'+14.00%,电网设备
'282,SH601336.新华保险,'68.00,'+0.59%,'6.03,2.90%,'7.78,'7.81,'2.66,2.04%,31.26%,'1418.10,'+36.82%,保险
'283,SZ300761.立华股份,'20.18,'+1.41%,'6.02,0.79%,'10.07,'10.12,'1.79,2.48%,19.28%,'166.62,'+6.48%,农牧饲渔
'284,SH600578.京能电力,'4.33,'+0.70%,'6.02,0.80%,'12.81,'12.51,'1.00,2.77%,8.13%,'289.88,'+26.16%,电力行业
'285,SZ000591.太阳能,'4.54,'+0.22%,'6.02,0.99%,'16.03,'15.26,'0.75,2.49%,4.94%,'177.51,'-2.24%,电力行业
'286,SZ002034.旺能环境,'17.26,'+0.41%,'6.02,1.93%,'12.50,'12.86,'1.08,2.90%,8.62%,'74.60,'+13.28%,环保行业
'287,SZ000786.北新建材,'26.40,'+1.23%,'6.01,10.49%,'12.29,'12.02,'1.66,3.32%,14.46%,'440.62,'-10.17%,装修建材
'288,SZ002714.牧原股份,'46.77,'+1.10%,'6.01,2.72%,'9.85,'10.21,'3.31,3.05%,36.00%,'2527.08,'+23.33%,农牧饲渔
'289,SZ002032.苏泊尔,'51.23,'-0.33%,'6.01,4.34%,'19.73,'18.13,'5.95,5.47%,33.07%,'411.90,'+1.08%,家电行业
'290,SZ000830.鲁西化工,'12.03,'+2.56%,'6.00,0.87%,'12.69,'11.96,'1.17,2.98%,10.24%,'224.06,'+6.43%,化学原料
'291,SH600021.上海电力,'10.13,'+3.05%,'5.98,0.74%,'13.81,'12.73,'0.95,2.76%,7.67%,'285.34,'+13.97%,电力行业
'292,SZ002081.金螳螂,'3.65,0.00%,'5.97,1.73%,'22.48,'17.47,'0.70,2.74%,4.06%,'96.92,'+5.21%,装修装饰
'293,SZ000951.中国重汽,'18.29,'+0.44%,'5.97,1.12%,'15.78,'14.11,'1.37,3.82%,9.90%,'213.94,'+10.22%,汽车整车
'294,SZ000429.粤高速Ａ,'12.55,'+0.40%,'5.96,0.94%,'16.23,'14.53,'2.36,4.18%,16.81%,'217.76,'-11.31%,铁路公路
'295,SH603156.养元饮品,'21.51,'+0.61%,'5.95,1.38%,'20.69,'18.25,'2.55,6.32%,13.19%,'271.09,'-0.39%,食品饮料
'296,SZ000039.中集集团,'8.17,'-0.24%,'5.95,1.08%,'11.78,'12.87,'0.88,2.15%,6.88%,'188.59,'+7.46%,通用设备
'297,SZ000157.中联重科,'7.44,'+1.64%,'5.95,2.57%,'23.89,'15.77,'1.08,4.10%,6.95%,'519.43,'+6.90%,工程机械
'298,SH600710.苏美达,'10.85,'-1.27%,'5.94,4.33%,'13.06,'12.06,'1.81,3.40%,15.76%,'141.78,'+21.28%,贸易行业
'299,SZ000899.赣能股份,'9.40,'-0.42%,'5.94,0.45%,'13.58,'13.09,'1.55,3.50%,12.42%,'92.10,'+11.94%,电力行业
'300,SH603111.康尼机电,'6.58,'+0.46%,'5.94,1.04%,'14.58,'15.99,'1.44,3.80%,9.15%,'57.12,'+13.16%,交运设备
'301,SZ002274.华昌化工,'6.87,'+0.15%,'5.93,0.46%,'23.85,'21.25,'1.14,4.37%,5.35%,'65.33,'-7.83%,化肥行业
'302,SH600511.国药股份,'29.88,'-0.57%,'5.93,0.91%,'11.36,'11.27,'1.28,2.68%,11.83%,'225.45,'-10.26%,医药商业
'303,SH603866.桃李面包,'5.51,0.00%,'5.92,0.90%,'18.85,'17.96,'1.69,4.54%,9.42%,'88.14,'-14.57%,食品饮料
'304,SZ002003.伟星股份,'10.95,'-0.09%,'5.90,2.41%,'18.02,'17.73,'2.87,4.56%,16.23%,'128.11,'-20.69%,纺织服装
'305,SH600428.中远海特,'6.76,'+0.30%,'5.90,1.52%,'13.84,'12.08,'1.13,2.87%,10.86%,'185.49,'-7.40%,航运港口
'306,SH600216.浙江医药,'15.77,'-0.57%,'5.90,7.41%,'10.41,'10.39,'1.37,2.35%,14.03%,'151.65,'+1.85%,化学制药
'307,SH603345.安井食品,'73.82,'-0.42%,'5.89,4.07%,'19.18,'17.07,'1.84,4.53%,10.92%,'216.51,'-7.05%,食品饮料
'308,SH601677.明泰铝业,'12.72,'+0.16%,'5.89,1.91%,'10.16,'8.66,'0.89,1.33%,10.75%,'158.18,'+7.22%,有色金属
'309,SH605266.健之佳,'21.95,'-0.86%,'5.89,'-,'32.36,'31.01,'1.24,5.01%,3.87%,'33.92,'-0.25%,医药商业
'310,SZ002745.木林森,'8.68,'+0.12%,'5.88,4.70%,'44.43,'38.40,'0.99,4.73%,2.50%,'128.68,'+0.17%,光学光电子
'311,SZ002831.裕同科技,'23.88,'+0.13%,'5.87,2.17%,'14.63,'15.51,'1.89,3.92%,12.45%,'221.93,'-9.73%,造纸印刷
'312,SH600060.海信视像,'22.51,'-1.96%,'5.86,4.35%,'15.53,'12.59,'1.45,3.58%,11.86%,'293.75,'+12.89%,家电行业
'313,SH601137.博威合金,'18.89,'+1.78%,'5.86,0.61%,'11.11,'10.89,'1.75,2.65%,17.54%,'153.29,'-4.21%,有色金属
'314,SH600141.兴发集团,'24.96,'+1.26%,'5.86,0.93%,'18.73,'17.99,'1.25,4.01%,7.10%,'275.37,'+20.68%,化肥行业
'315,SH601083.锦江航运,'12.13,'+0.25%,'5.85,0.14%,'12.87,'12.53,'1.75,3.28%,14.57%,'156.98,'+30.68%,航运港口
'316,SH600821.金开新能,'5.58,0.00%,'5.85,0.60%,'16.57,'15.81,'1.18,3.58%,7.65%,'111.45,'+5.21%,电力行业
'317,SH601018.宁波港,'3.64,0.00%,'5.84,0.50%,'18.08,'14.31,'0.89,2.97%,6.37%,'708.14,'-2.78%,航运港口
'318,SZ300349.金卡智能,'12.60,'+0.16%,'5.84,0.71%,'20.36,'17.26,'1.18,3.97%,6.89%,'52.63,'-3.91%,仪器仪表
'319,SH603897.长城科技,'25.00,'+0.08%,'5.84,0.14%,'22.15,'21.98,'1.97,8.80%,8.62%,'51.61,'+12.64%,电网设备
'320,SH600941.中国移动,'108.27,'-0.73%,'5.84,4.09%,'18.64,'16.79,'1.68,4.31%,10.22%,'977.43,'-6.56%,通信服务
'321,SH601010.文峰股份,'2.60,0.00%,'5.83,0.18%,'38.95,'35.31,'1.08,4.77%,3.04%,'48.05,'-2.69%,商业百货
'322,SH601688.华泰证券,'20.38,'+2.41%,'5.82,7.52%,'17.67,'11.01,'0.94,2.85%,8.87%,'1489.42,'+15.86%,证券
'323,SH603519.立霸股份,'12.74,'+0.31%,'5.80,'-,'22.01,'20.93,'2.48,7.85%,11.41%,'33.93,'+16.06%,家电行业
'324,SH603326.我乐家居,'9.08,'+0.78%,'5.80,'-,'23.40,'20.32,'2.43,5.53%,12.03%,'28.98,'+58.20%,装修建材
'325,SH601033.永兴股份,'15.41,0.00%,'5.80,0.15%,'18.02,'17.05,'1.30,3.89%,7.74%,'138.69,'+10.84%,环保行业
'326,SH600300.维维股份,'3.45,'-0.29%,'5.79,1.82%,'15.06,'15.70,'1.57,3.71%,10.38%,'55.79,'+10.97%,食品饮料
'327,SZ002832.比音勒芬,'16.07,'+0.69%,'5.78,0.56%,'12.76,'12.14,'1.68,3.13%,14.06%,'91.08,'-22.60%,纺织服装
'328,SH603049.中策橡胶,'45.38,'+0.07%,'5.78,'-,'11.72,'11.29,'2.13,2.86%,18.84%,'396.84,'+0.41%,橡胶制品
'329,SH601827.三峰环境,'8.64,'-0.12%,'5.77,0.72%,'12.46,'12.17,'1.25,2.73%,10.58%,'144.46,'+0.70%,环保行业
'330,SH601921.浙版传媒,'8.27,'-0.48%,'5.76,0.43%,'16.11,'16.21,'1.33,3.63%,8.29%,'183.78,'+8.94%,文化传媒
'331,SZ000048.京基智农,'16.00,'+0.82%,'5.74,0.75%,'9.95,'10.91,'1.91,2.21%,18.54%,'84.16,'-9.06%,农牧饲渔
'332,SZ002469.三维化学,'8.66,'+1.88%,'5.73,0.17%,'21.06,'21.49,'1.98,4.71%,9.24%,'55.15,'+22.41%,化学原料
'333,SZ301003.江苏博云,'34.50,'+5.15%,'5.72,'-,'23.63,'22.73,'2.58,5.59%,11.60%,'31.87,'+66.60%,塑料制品
